MESS_DATUM,  Wind_max,  Wind_mittel,Niederschlagsform,Schneehöhe,  Bedeckungsgrad,Dampfdruck,  Luftdruck,Temp_mittel, rel_Feuchte, Temp_max_2m, Temp_min_2m,Temp_min_5cm
19980801,6.7,2,6,0,5.7,14.6,979.1,14.8,84,22.2,9.6,6.9
19980802,4.6,1.4,6,0,7.3,16.2,982.7,14.9,95,18.1,13,12.8
19980803,5.8,1.4,0,0,5.7,15.6,985.5,16.7,83,22.6,13.8,13.7
19980804,9.1,2.8,6,0,4,16.3,987,16.6,86,21.4,11.5,8.6
19980805,7.5,1.8,0,0,1.7,13.2,991.3,16.8,69,23.2,8.7,6.1
19980806,6.2,1.5,0,0,0.7,13.9,988.3,19,63,26.1,11.5,8.4
19980807,4.8,1.1,0,0,3.3,13.6,985.3,21.6,55,29.4,11.7,9
19980808,6.6,1.8,0,0,0.3,13.5,981.3,23.9,46,32.5,15.6,11.2
19980809,8.5,3.1,0,0,1,15.1,980.5,24.4,50,31.5,18.3,13.6
19980810,7.9,3.2,0,0,1,16.5,980.2,25.6,52,33.4,16.9,15.5
19980811,5.3,1.2,0,0,0.7,14.1,980.9,26.9,43,35.6,17.3,13.5
19980812,10.3,2.7,6,0,4,18.2,977.7,24.2,58,31.2,19.7,16.1
19980813,9.7,3.2,0,0,4,12.2,979.1,17.7,59,23.9,15.1,15.3
19980814,5.2,1.1,0,0,2.7,11.5,978.5,17.7,59,24.7,8.8,6.5
19980815,6.7,1.7,0,0,1.7,12.9,978.8,21.8,51,28.8,12.5,9.7
19980816,6.7,1.9,0,0,2.7,14.9,982.8,21.9,58,28.9,14.5,11.2
19980817,10,2.3,0,0,2,14.5,980.8,21.3,59,28.8,13.7,10.1
19980818,8.6,2,0,0,4,12.4,979.4,20.9,52,26.9,12.8,9.8
19980819,5.5,1.7,0,0,3,14.5,981.8,18.6,67,25,14.8,11.7
19980820,13.8,2.9,6,0,1.3,12.7,978.5,18,63,25.5,11.5,9.1
19980821,16.1,6.6,6,0,7.3,15.4,971.9,15,92,16.1,12.5,11.4
19980822,12.6,5.4,6,0,5.7,13.5,974.1,13.5,85,16.1,12.2,12.7
19980823,10.9,4,6,0,7,12.4,978.7,15.2,76,19,9.2,8.6
19980824,16.4,6.4,6,0,5.7,13.8,975.2,13.8,85,18.6,11.7,13.2
19980825,7.6,1.7,0,0,1.3,10.6,983.6,12.6,74,18.5,7.1,4.9
19980826,14.9,4.4,6,0,5.7,12.4,977.1,17,67,22.4,9.4,6
19980827,9,3,6,0,2.7,9.9,981,10.1,79,17.1,7.1,4.3
19980828,7.4,2,0,0,6.3,9.9,982.9,10.6,79,14.1,5.9,2.9
19980829,5,1.3,6,0,7,9.8,983.4,9.8,80,14.5,6.5,4
19980830,4.8,1.1,0,0,7,11.2,981.9,13.6,73,18.5,6,3.9
19980831,6.4,1.8,0,0,4.7,12.5,979.3,13.9,78,21.1,8.5,6
19980901,7.5,3.8,6,0,6.3,12.5,979.1,15,72,20.3,10.6,9.3
19980902,5.8,2.8,6,0,7.7,18.5,977.7,17,95,20.9,12.5,11.3
19980903,17.4,4.9,6,0,7.7,17.1,976.2,16.2,90,19.6,14.6,15.7
19980904,7.7,2.5,6,0,7,14.2,973.8,16.4,77,20.5,13.2,11.6
19980905,12.9,4.7,6,0,7,15,971.4,15.4,85,20.5,13.4,13.9
19980906,8.2,3.6,6,0,6,13.8,974.1,13,90,18.2,11.4,12.4
19980907,6.7,2,6,0,7.3,14.7,971.3,13.5,95,17.6,10.6,8.8
19980908,12.1,4.4,6,0,6.7,15.7,974,15.3,91,19.6,12.7,12.3
19980909,12.2,5.2,6,0,5.3,17.2,972,18.8,81,22.5,14.5,13.1
19980910,11.7,4.9,6,0,7.3,15.7,972.6,14.4,95,19.4,14,13.1
19980911,10.5,3.9,6,0,7.7,15.1,967.4,14.2,91,19.1,12.8,13
19980912,14.7,3.9,6,0,7,12.1,960,10.2,94,13.8,8.1,8.7
19980913,14.3,5.2,6,0,7.3,10,959.5,7.9,94,11.6,5.7,4.1
19980914,19.3,8.3,6,0,7.7,10.5,962.8,9.1,92,10.8,7.3,6.6
19980915,16.9,8.6,6,0,7.7,11.3,971,11.5,83,15.3,9.6,9.2
19980916,15.1,7.2,6,0,5.7,12.5,971.6,12,87,14.6,10.5,10.4
19980917,14.4,6.3,0,0,7.3,11.2,976.8,11.3,85,13.1,8.8,8.2
19980918,5.2,1.8,0,0,3.3,9.5,987.6,9.9,79,15.8,6,2.9
19980919,6.3,1.8,0,0,4.3,11.2,992.6,11.4,83,17.2,5.2,2.5
19980920,9.9,3.9,0,0,0.3,11.6,993.5,13.4,75,18.8,8.3,6.1
19980921,13.7,5.3,0,0,2.3,11.1,991.4,12.8,75,18.1,8.5,7.1
19980922,11,4.9,0,0,1.7,10.6,986,11.7,77,16.8,8.8,8.1
19980923,9.5,4.3,0,0,1,10.7,983.5,13.1,73,19.2,7.6,5.7
19980924,6,2.5,0,0,3,12.6,980.8,14.2,78,20.6,8.3,5.1
19980925,5.2,2,6,0,5.3,14,975.4,16.8,76,22.6,9.2,6.8
19980926,7.8,2.4,6,0,7.3,15,967.7,15.5,85,19.5,13.3,12.2
19980927,11.5,3.7,6,0,7.3,13.2,965.9,14.9,78,18.6,11,8.8
19980928,12.5,4.4,6,0,7,14.8,968.4,13.2,98,15.3,12.3,11.9
19980929,4.9,2,6,0,7.3,14.8,970.9,13.5,93,17.4,11.8,11.4
19980930,7.1,2.6,6,0,6.7,14.1,968.4,12,97,14.3,10.5,9.9
19981001,4,1.4,6,0,5.3,12.2,969.8,10.8,92,15,7.7,5.6
19981002,6.8,2.2,6,0,8,11.1,970.3,8.9,94,12.2,7,5
19981004,5.9,2.3,6,0,7.7,8.1,968.9,6.9,83,11.2,3.1,2
