MESS_DATUM,  Wind_max,  Wind_mittel,Niederschlagsform,Schneehöhe,  Bedeckungsgrad,Dampfdruck,  Luftdruck,Temp_mittel, rel_Feuchte, Temp_max_2m, Temp_min_2m,Temp_min_5cm
19640202,7.5,3.2,1,0,8,8.5,987.4,5.8,93,6.7,4.8,4.4
19640203,8.5,1.8,1,0,8,7.9,986.2,5.1,91,5.6,3.2,3
19640204,11,4,0,0,3,6.7,987.9,3.8,82,6.8,1.5,2.7
19640205,16,4,8,0,4.3,5.1,989,1.4,73,4,0,-1.2
19640206,10,2.7,7,0,5.3,4.7,995.5,-0.8,83,1.9,-4.2,-7.4
19640207,6,1.3,7,0,7.7,4.7,999.4,-1,83,1,-3.2,-5.5
19640208,5,1.6,8,3,8,6.7,996.6,1.9,96,2.9,-1.8,-1.7
19640209,8.5,3.2,1,0,7,6.9,990.4,3.6,89,5.6,0.8,0.6
19640210,7,2.7,8,0,7.7,6.8,987.6,3.5,86,5.7,2.1,1
19640211,11.5,4.8,8,0,8,6.9,979.1,2.6,96,3.4,1.2,1.1
19640212,7.5,3.1,1,0,8,7.5,973.9,3.4,95,4,2.2,2.2
19640213,9.5,3.1,0,0,4,4.9,971.2,0.3,76,3.8,-1.4,-2.9
19640214,10.5,4.2,7,0,6.3,4.8,969.4,-0.3,82,2.5,-4.2,-4.9
19640215,11,5.4,0,0,3.7,4.1,967.1,-0.3,69,2.7,-3.2,-3.3
19640216,10.5,4.6,8,0,6.7,4.9,963.6,1.1,74,5.7,-2.5,-3.5
19640217,17.7,6.2,8,0,8,6.4,956.6,1.3,94,6,-0.5,-0.5
19640218,11.5,2.8,0,0,8,6.7,965.1,2.1,94,3.3,0.1,0.1
19640219,13.5,6.3,0,0,8,5.5,969.4,-0.1,87,2.4,-1.3,-0.4
19640220,10,5.1,0,0,3.3,4,982.3,-2.2,77,0.7,-3.7,-3.9
19640221,8,4.7,0,0,0,3.5,983.1,-2.8,71,1.2,-7.5,-8.2
19640222,8.5,4.3,1,0,3.3,4.4,976.8,-0.7,75,5.7,-6.7,-9.3
19640223,6.5,3,1,0,7,7.3,970.4,5.6,81,9.5,-1,-1.3
19640224,7.5,3.3,0,0,7.3,9.5,965.6,9.5,80,13.4,3.4,3.2
19640225,10.5,4.1,0,0,4,6.7,964.6,5.5,74,9.8,2.2,1.5
19640226,6,2.7,1,0,3.7,7.2,966.6,8.2,69,14,0.2,-1.8
19640227,7,1.7,1,0,8,10.4,967.8,8.4,94,10.8,7.4,6.1
19640228,9,2.3,0,0,6,9.3,969.1,7.6,88,11.5,5,3.4
19640229,9.5,3.9,0,0,8,7.6,968.8,5.4,85,7.1,4.4,4.7
19640301,5,1.8,0,0,8,6.8,979.6,4.5,82,6.1,2.7,3
19640302,9,3.8,0,0,7.7,6,980.7,4,74,7.3,2.2,2.5
19640303,8.8,4.2,0,0,0,5.5,979.5,0.8,83,7,-2.3,-2.7
19640304,8,3.7,7,0,8,4.9,976.3,-1.6,90,-0.8,-2.5,-2.7
19640305,16,6.9,7,1,8,4,976.7,-3,79,-1.2,-4.3,-3.6
19640306,13.6,6.7,7,1,6.3,3.1,980,-4.8,70,-3,-6,-5.7
19640307,11.7,6,7,0,6,3.1,977.1,-4.3,67,-2.7,-5.5,-5.6
19640308,14.5,7.6,0,0,0,3.1,975.5,-3.2,66,0.4,-8.1,-8.4
19640309,13.6,3.7,0,0,0,3.5,972.8,-1.1,63,4.3,-6.8,-7.9
19640310,4.4,0.4,0,0,4,4.9,975.1,3.1,66,8,-4.2,-7.7
19640311,7.8,3,0,0,0,4.4,972.3,4,57,10.2,-2.2,-6.4
19640312,12.1,5.3,1,0,7,5.1,965.5,4.9,60,8.7,-0.4,-1.5
19640313,6.3,3.5,1,0,8,7.2,971.5,3.2,93,5.7,1.5,1.6
19640314,12.5,5.6,1,0,8,7.3,971,4,90,5.7,1.8,1.9
19640315,13.6,7.5,8,0,8,5.9,966,0,96,4.2,-0.6,0.7
19640316,12,5.7,7,3,5.7,4.3,976.6,-2.6,84,-0.4,-3.9,-3.2
19640317,10,4.7,0,2,1,3.3,974.6,-2.4,66,1.6,-7,-8.3
19640318,12.4,5,8,0,6.7,3.2,972.8,-1.5,61,2.1,-6.2,-6.4
19640319,7.7,4.1,1,0,8,7.2,966.3,3.4,97,6.8,-2.3,-2.5
19640320,11.9,4,1,0,7.7,10.3,961.4,9,89,13.2,6.8,5.3
19640321,11.2,3.4,1,0,6.3,8.9,962.8,8.6,81,11.7,5.8,4.8
19640322,7.4,2.4,1,0,5.3,8.7,966.6,6.6,89,9.6,4.5,3.3
19640323,10.4,1.4,1,0,7,8,972.8,7.5,78,12,3.4,0.2
19640324,7.7,2.5,1,0,8,9.2,968.7,9.4,80,12.5,4.5,1.4
19640325,9.4,2.3,1,0,7.7,9.9,968.6,7.9,92,9.4,7.3,7
19640326,7.6,1.7,8,0,7.7,7.2,977.4,5.2,81,7.5,4.5,5
19640327,5.9,1.4,1,0,8,7.2,978.4,3.3,93,5,1.3,-0.2
19640328,9.9,3.7,8,0,8,6.5,969.2,2,90,3.8,1.3,1.5
19640329,4.4,1.1,8,0,8,6.4,965.8,1.5,95,2.7,-0.1,0.1
19640330,6.1,1.7,8,0,8,6.3,969.9,2.8,85,4.1,1.1,1.4
19640331,6.5,2.1,0,0,8,6.8,968.2,4.4,83,5.7,1.4,1.4
19640401,8.2,4.1,0,0,7,8,966.2,5.3,89,8.5,3,3.1
19640402,9.8,3.7,1,0,8,8.7,962.3,7.6,86,9.4,3.5,3.6
19640403,7.5,1.9,1,0,4.7,9.2,957.8,7.8,88,12.9,4.8,5
19640404,8.9,3.7,1,0,8,8,958,6.1,84,7.8,4.1,4.3
19640405,9,3.3,8,0,8,6.7,963.2,2.4,91,6,1.2,2.6
19640406,8.2,3.2,0,0,5.7,5.9,969.6,4.2,71,7.6,0.9,1.5
19640407,10.5,2.2,1,0,7,5.5,977.4,4.6,65,8.5,0,-2.6
19640408,7.2,1.9,8,0,5.3,6.1,985.2,4,79,6.4,-1.6,-5.6
19640409,8,1.3,0,0,2.3,7.2,982.2,10.3,64,16.5,1.2,-2.1
19640410,8.5,1.5,0,0,4.3,8.3,978.6,13,59,19.4,4.6,0.7
19640411,11.2,2.3,0,0,1.3,8.8,977.6,12.3,62,18.5,7.7,4.6
19640412,11.3,2.8,1,0,5.3,7.9,976,10.2,68,14.4,4.6,0.6
19640413,10.5,4,1,0,8,10.4,972.4,8.2,94,11.2,6.8,7.1
19640414,15.4,4.6,1,0,7.3,7.7,977.9,9,70,11.5,4.3,1
19640415,7.7,2.2,0,0,4.3,7.5,981.6,10.4,61,15.7,5.2,2.8
19640416,9.9,3.4,0,0,5,9.1,973.9,15.4,54,20.5,5,2.4
19640417,7.5,1.6,1,0,6,10.5,970.8,15.8,59,19.4,10.6,6.1
19640418,11.9,4.2,0,0,5.3,11.1,970.3,17.6,58,21.8,9.5,5.5
19640419,17.1,3.6,1,0,7.7,10.3,968.8,11.2,74,18.2,8.5,10.7
19640420,18.4,3.1,1,0,5.7,9.5,971.6,9.7,78,16,5.4,3.4
19640421,12.2,4.2,1,0,3,9.1,972,10.8,68,15.1,6.5,3.8
19640422,11.4,3.1,1,0,7,9.2,976.4,9.3,78,14,4.7,2.7
19640423,14.5,3.3,1,0,7.7,10.3,975.4,8.5,91,11.4,6.6,5.1
19640424,16.1,4.7,1,0,7.7,8.9,977.4,6.8,89,9.3,5,4.1
19640425,6.2,2.2,0,0,6.3,8.5,988.4,7.7,80,11.3,5.7,5
19640426,9.4,4.5,0,0,3,7.9,988.3,9.7,68,15.1,2.7,0.9
19640427,8.5,3.2,0,0,1.7,7.2,982.4,13.2,50,19.4,4.5,0.9
19640428,17,4.5,1,0,8,10.5,978.3,13.4,68,18.5,9.6,5.5
19640429,15.2,5.1,1,0,5.7,9.7,981.8,10.1,78,13.1,8.1,9.4
19640430,11,3.4,1,0,5.3,8.3,984.6,9.5,70,13.4,4.4,2.7
19640501,12,4.3,0,0,4.7,7.2,980.7,9.4,61,13.1,4.7,2
19640502,10.3,3.2,1,0,6,8.8,977.1,10.9,70,13.3,5.3,1.7
19640503,14,4.4,1,0,7.7,11.9,973.1,11.5,89,14.4,9.3,7.5
19640504,14,4.2,1,0,7.3,8.9,973.6,12.2,65,16,8.4,7.8
19640505,12.5,4.1,1,0,4.7,8.4,978.6,10.2,67,13.9,7.7,6.4
19640506,6,1.2,0,0,6.3,9.1,979.8,13,64,17.1,4.9,0.8
19640507,9.5,2.5,1,0,7.3,11.3,973.2,16.7,61,20.2,9.5,7.6
19640508,9.5,2.6,1,0,6.3,10.5,981.9,11.6,74,18.1,9.7,10.2
19640509,9.5,2.2,0,0,2.3,9.1,984,13.8,61,18.4,3.5,0.3
19640510,9.5,2.1,0,0,4,9.7,985.6,13.6,63,19.7,6.5,1.6
19640511,6.5,1.1,0,0,4,10.3,987,15.4,62,20,6.6,2.3
19640512,5.5,1.6,0,0,2,11.1,982.4,20,49,26,9.8,4.8
19640513,12.5,3.4,1,0,6.7,14.5,979.4,17.8,70,24,14.9,12.9
19640514,9,3.1,1,0,6.3,11.6,983,12,80,15.9,10.4,12.1
19640515,8,1.9,0,0,1.7,7.7,990.3,11.6,58,16.6,3.6,-1.2
19640516,5.5,2,0,0,1,8,988.2,13.7,52,19.7,4.5,0.5
19640517,7,3,0,0,1.3,8.9,983.2,16.4,50,22.8,7.6,6.4
19640518,9,3,1,0,6.3,13.3,980.4,19.3,60,24,10.2,4.2
19640519,7,2.1,1,0,6,14.5,980,18.1,71,22.6,14.7,13.7
19640520,10.5,2.6,0,0,4.3,10,980.7,12.6,67,16.9,11.1,11.1
19640521,7,1.1,1,0,5,9.7,979,10.9,74,15.7,5.7,1.4
19640522,8,3.8,0,0,2,9.2,976.3,14.1,59,19.4,6.2,4.5
19640523,10,4.4,1,0,4.3,10.5,975,17.4,55,22.1,8.7,7.4
19640524,8,2.8,0,0,5,12.9,973.9,18.3,66,22.9,10.1,7.4
19640525,9,3.8,1,0,5.3,13.6,969.5,15.7,73,21.3,12.6,11.6
19640526,5.5,1.4,0,0,4.3,11.1,969.5,16.3,62,20.8,10.4,10.3
19640527,7.5,1.2,1,0,7.3,13.1,970.2,14,81,20.6,8.9,4.8
19640528,6.5,1.2,1,0,5.3,14,971.9,14.6,84,20.3,11.3,10.7
19640529,5,0.8,1,0,5.3,15.3,974.2,15.6,88,21.9,8.1,7.3
19640530,7,2.2,0,0,1.7,14.5,971.6,19.2,67,23.6,11.2,8
19640531,8.5,3.4,0,0,4,16.1,966,20.8,67,26,14.4,13.2
19640601,11.2,2.5,1,0,5,13.3,962,20.3,55,25,15.1,9.8
19640602,11.7,3.9,1,0,5,12.9,961.8,16.2,71,21,13,12.1
19640603,13.6,4.7,0,0,3.3,12.3,972.7,14.8,71,19.1,12.7,11.5
19640604,8.8,3.5,1,0,3.3,13.7,977.6,19.6,61,24.8,10.5,8.7
19640605,15.4,2.6,1,0,6,14.9,979,17.2,75,20.7,13.8,10.4
19640606,7.9,1.1,0,0,2,13.9,979.8,19.6,63,25.2,10.5,5.8
19640607,14,3.4,1,0,6.3,15.3,975.1,18.6,69,26.8,13.6,10.1
19640608,12.6,3.8,1,0,4.3,12.1,982,12.9,79,19,10.7,10.2
19640609,6.6,1.4,0,0,1.3,11.7,985,16.3,64,21.3,9.4,6.4
19640610,11.2,3.4,0,0,0.7,11.3,980.6,19.6,52,24.6,10.4,7.3
19640611,6.2,1.2,0,0,2.7,15.6,980.3,21.6,61,27.4,13.1,9.7
19640612,6.6,2.2,0,0,4,16,977,23.5,58,30.2,15.5,13.6
19640613,14.9,3,1,0,3.7,15.3,970.8,25.2,47,30,16.6,13.5
19640614,17.7,3.5,1,0,6.7,13.6,974.6,15.8,76,24.2,13.5,13.1
19640615,9.8,3.1,1,0,7.3,12.3,980.3,13.8,77,16.5,11,10.9
19640616,6.9,0.7,0,0,4,12.7,980.2,16.3,70,20.8,9.7,6.3
19640617,6.2,1.3,0,0,3,12.3,976.4,18.4,59,23.6,10.4,7.2
19640618,11.9,2.8,1,0,3.7,15.2,970.8,19,69,25.8,12.7,9.8
19640619,12.2,4.2,0,0,6.3,12.9,972.2,14.2,78,17.9,13,12.9
19640620,12.3,2.9,0,0,2.3,11.9,974.3,13.8,71,20,9,7.1
19640621,7.3,1.5,0,0,4,7.3,978.2,12.8,51,17.6,5.9,2.4
19640622,8.6,2.1,0,0,3.7,9.1,977.4,11,68,16.5,4.6,0.6
19640623,7,1.7,0,0,5,9.5,980,13.4,63,17.2,5.4,1
19640624,8.8,3.4,0,0,2,9.7,983,15.3,57,20.7,7.3,3.2
19640625,12.7,5.4,0,0,2,9.7,981,17.8,49,22.3,10.2,8.9
19640626,8.8,3.1,0,0,4,13.2,978.3,19,61,23.8,12.3,11.5
19640627,7.8,1.7,0,0,0.7,14.8,978.6,22.2,59,27.5,12.8,9.1
19640628,11.6,2.4,0,0,2.7,13.9,980.7,19.6,62,26.7,15.2,12.4
19640629,14,3.1,1,0,5.7,12.8,981.8,13.7,78,18.8,12.1,9.4
19640630,7.9,1.4,0,0,3.7,9.2,985.8,14.8,58,19.5,5.1,1.3
19640701,9.5,2.6,1,0,4.7,11.1,982.6,16.6,58,21.7,12.6,9.6
19640702,9.4,2.7,0,0,4,9.5,984,15.8,55,21.3,6.4,3.7
19640703,8.2,1.7,0,0,0.3,11.5,977.8,18.8,54,24.7,9.3,5.4
19640704,7.9,1.9,0,0,4.7,10.5,977.6,14.4,62,19.4,10,7
19640705,7.7,2,0,0,1.7,8.4,976.8,13.4,56,19.4,4.7,0.6
19640706,8,1.9,0,0,1.3,8.4,978.8,15,52,20.7,6.3,1
19640707,8.5,2.3,0,0,1.7,9.5,976.4,17.2,49,23,7.7,2.9
19640708,15.6,5.3,0,0,5.7,10.9,970.8,19,52,25.7,10.5,7.9
19640709,12.8,3.8,1,0,6.3,14,970.7,14.5,82,18.9,11.5,9
19640710,12.2,2.8,1,0,6.3,10.5,977.2,11.6,76,17.7,8.1,6.4
19640711,10.8,3,1,0,6.3,10.8,978.8,13.2,73,17,5.3,4.1
19640712,8.9,3.5,1,0,7.3,15.2,977.6,16.5,83,20,12,11.4
19640713,6.6,1.2,0,0,5,15.5,980.7,20.6,67,25.5,13,13
19640714,6.4,2.2,0,0,2.3,15.2,983.4,24.3,54,29.7,16,14.8
19640715,12.9,1.5,0,0,4.3,15.7,985,27.2,46,31.9,15.8,12.3
19640716,7.5,1.8,0,0,2,18.5,985.1,26.4,57,32.6,19.6,15.6
19640717,10.6,1.6,0,0,2,16.9,984.8,25.8,53,31.3,18.2,15.6
19640718,13.1,3.7,1,0,3.3,15.2,980.3,28.1,42,34.4,18.2,18.2
19640719,8.2,2.6,1,0,4.3,18.5,979.5,21.4,71,28.1,18.7,17.6
19640720,7.1,2.2,0,0,0.7,14,978,23.5,51,30,15.7,12.4
19640721,19,3.3,1,0,5,17.1,976,21,67,32.6,18.8,17.4
19640722,8.9,3.2,0,0,6.3,15.1,979.4,19.4,66,24.8,16.6,14.3
19640723,8,1.8,0,0,2.7,12.1,983.6,17.3,62,21.7,9.9,7.5
19640724,6,1,0,0,3.3,12.1,983.4,19.6,56,24.4,10,6.9
19640725,5.9,1.2,0,0,1,12.4,982.2,22.4,48,28.1,12.5,8.5
19640726,8.7,2.7,0,0,0.3,11.5,978,25.6,37,31.1,16.3,12.6
19640727,8.9,2.5,0,0,4.7,14.4,973.6,25.2,45,31.5,15.9,13.4
19640728,10,2.7,0,0,4,14.3,975.1,20.2,59,25.8,17.8,17.2
19640729,10.4,2.4,0,0,4.7,11.5,978.3,18.2,56,25.7,12.8,9.9
19640730,6,1,0,0,0.7,13.5,980.7,21.7,55,27,12.5,10.2
19640731,11.1,2.7,1,0,2.3,14.3,978.4,21.9,56,27.7,14.3,11.1
19640801,14,5.1,1,0,8,14.3,977.1,16.6,75,21.3,15.2,14.8
19640802,11.5,4.3,0,0,6.3,11.2,977.9,15.3,63,19.4,13.7,13.7
19640803,7.3,1.4,0,0,6.3,11.2,982.2,16.6,62,21.4,8.3,4.8
19640804,5,1,0,0,2,14.1,982,21,59,26.6,10.9,8.3
19640805,6.7,2.2,0,0,2,13.7,979.2,22.3,54,27.8,15.5,13.3
19640806,9.9,2.7,0,0,3.3,12.4,972.6,24.2,44,31.2,13.5,9.1
19640807,11,3.3,1,0,5.3,16.5,970.8,19,73,24.7,17,18
19640808,12.9,4,1,0,7,13.2,972.8,15,77,19.2,11.8,11.1
19640809,7.4,1.5,1,0,7,12.5,972.7,14.1,78,20.1,9.7,7.7
19640810,8.9,1.9,1,0,2.3,11.9,977.5,14,75,19,8.5,7.5
19640811,3.6,0.6,1,0,8,13.6,977.2,12.4,94,14.3,8.9,7.3
19640812,6.2,1.3,1,0,8,13.6,972.6,12,97,14.7,9.3,8
19640813,7,2,1,0,6.3,15.1,970.8,14.2,95,16.3,11.2,10.6
19640814,4.5,2.1,0,0,4.3,14.8,973.5,17.9,74,22.4,13.4,12.6
19640815,6.9,2.5,1,0,4.7,13.9,973.9,18.9,66,24.5,12.7,12.3
19640816,7.1,1.3,0,0,2.7,15.2,976,18.9,72,23.7,13.3,11.5
19640817,26.1,4.4,1,0,5,16.4,968.7,20,71,29.3,14.5,13
19640818,22,4.8,1,0,7,15.3,962.6,16.3,82,20.2,14.7,14.6
19640819,17.5,5.3,1,0,7.7,12.8,969,13.4,83,15.3,11.9,12.2
19640820,9,2,1,0,6,10.8,977.6,12.6,74,17.2,8.9,7.5
19640821,8.5,3.8,1,0,7.7,11.5,975.5,12.5,78,15.2,9.4,9.2
19640822,8,2.8,0,0,3.3,12.8,977.5,14.7,78,19.2,8.2,7.5
19640823,5.1,1.5,0,0,2.3,11.7,983.5,16.2,67,21.2,9.4,6.9
19640824,8,1.6,0,0,4.7,12,983.9,17.1,65,22.7,9.5,6.6
19640825,5,0.8,0,0,2.3,14.8,982.2,20.7,62,26.1,11.6,9.4
19640826,6.5,2.6,0,0,0,13.9,979.2,23.8,50,30.3,15.8,12.9
19640827,5.7,1.2,0,0,0,16.4,979.9,25,54,30.6,15.7,12.2
19640828,13.1,1.9,1,0,1.7,16.9,978.7,23.2,60,31.2,16.6,12.6
19640829,12.4,2.3,1,0,6.3,14.5,981.8,14.1,88,21.2,13,15
19640830,8.8,2.4,0,0,0.7,8.7,988.7,12.5,61,17,7.2,3.8
19640831,8.6,3.7,0,0,1,8.9,989.1,12.6,62,17.6,7.8,6.4
19640901,8.5,4.8,0,0,1.7,8.5,989,13.5,59,18.4,6.7,5.4
19640902,15,6,0,0,0,8.5,983.5,14.4,53,20.7,7.1,5.9
19640903,15,2.5,0,0,1.3,13.1,977.1,18.1,64,24.5,7.8,4.4
19640904,6,2.1,1,0,5.3,14.8,975.5,20,66,25.4,13.7,11.4
19640905,8.5,1.8,1,0,5.7,15.9,974.7,18.5,75,21.4,16,13.7
19640906,14.5,3.7,1,0,8,15.1,971.8,13.9,93,18.2,12.9,12.8
19640907,10.5,2.1,1,0,6.3,12.9,980.2,13.9,81,17.2,11.1,10.1
19640908,9.6,2.5,1,0,7,14.7,980.8,14,91,16.7,10.4,8.7
19640909,9,3.2,1,0,7.3,15.2,981.8,16.9,81,20.2,11.9,9.1
19640910,9.9,2.8,0,0,4,16.4,981.1,17.7,81,22.3,14.5,12.9
19640911,8.5,1.9,1,0,1,16.5,979,20,74,25.2,13,9.3
19640912,10.5,2.3,0,0,4,14.7,981,16.5,73,22.6,13.6,13.9
19640913,12.5,5.7,0,0,0,9.9,981.8,13.9,63,19.6,7.2,6.2
19640914,8,3.3,1,0,1.3,15.9,975.8,21,65,27,9.9,7.7
19640915,15,5,1,0,6.7,16.5,974.8,21.3,67,25.7,17.6,13
19640916,23,5.9,1,0,8,16,971.8,15.3,90,21.2,14.5,13
19640917,16,5.5,1,0,6.7,12.5,975.9,13.2,82,17,10.9,9.9
19640918,14.5,4.2,1,0,7.3,12,979.4,11.8,86,14.6,9.4,8.4
19640919,9.2,3.1,1,0,6.3,12.3,978.7,13.1,82,16.7,9.8,8.5
19640920,11,3.1,1,0,5.3,10.8,978.3,9.9,87,14,8.3,7.3
19640921,6,2.2,1,0,3.3,8.7,986.3,8.1,79,13.5,4.8,2.4
19640922,4,1.2,0,0,2,8,989.9,8.7,73,14.2,3.2,-0.8
19640923,13.5,5.7,0,0,0,7.3,985.4,10.8,60,16.9,4,2.9
19640924,11,4.6,0,0,0,9.1,981.5,12.3,64,18.3,5.2,2.5
19640925,4,1,0,0,0.7,12.4,983.2,15,74,23,6.7,2.9
19640926,7,2.2,1,0,6.7,14.4,981.1,16.4,78,23,9.8,6.3
19640927,5,1.6,1,0,5.7,15.1,980.2,15.2,84,19.1,13.7,14.2
19640928,7,2.9,0,0,1.3,11.6,984.2,12.2,80,17.5,7.9,5.2
19640929,6,2.5,0,0,0.3,12.5,982.4,12.8,85,19.3,7.7,5.9
19640930,11.5,4.4,0,0,3,11.7,982.2,10.9,89,14.7,7.6,5.4
19641001,9,4.2,0,0,0.7,11.3,982,12.1,81,17.8,6.3,5.4
19641002,8.3,3,0,0,1,10.8,981.6,12.9,74,18.2,7.4,6.6
19641003,8.1,4.2,0,0,1.7,10.1,985.1,12.3,72,17.2,7.5,5.4
19641004,8.4,3.6,0,0,0.7,10,985.6,10.6,78,16,6.2,5.2
19641005,3.2,1.1,0,0,0.3,11.6,985,11.4,85,18,5.2,2.2
19641006,4,1,1,0,4.7,13.6,983.9,12.6,96,15.5,5.3,3.7
19641007,15,5.3,1,0,7.3,14.3,965.9,14.9,85,19,10.1,8.1
19641008,11.4,3.6,1,0,6.3,9.6,953.8,8,88,14.7,7,7.5
19641009,17.8,4.8,1,0,7.3,8.8,952,7.4,85,9.3,5.6,5.6
19641010,24.2,7.4,1,0,7,7.6,955,7.7,72,11.3,5.6,5.4
19641011,14.8,5,1,0,7.3,9.1,959,8,85,12,5.4,5
19641012,8,2.5,1,0,5,8.5,962.8,6.5,86,10.4,5.2,5.2
19641013,4.4,0.3,0,0,6,7.7,964.2,5,89,9.2,0.8,-0.6
19641014,5,1.4,1,0,5.3,6.9,965.2,5.4,80,11,-2,-2.8
19641015,21,5.9,1,0,7.3,8.9,962.8,7.1,87,9.6,4.5,2.6
19641016,14.1,5.9,1,0,7.3,9.3,971.6,7.5,89,9.1,5.9,5.6
19641017,9,3,1,0,7.7,8.9,981.8,6.2,92,8.6,5.1,4.9
19641018,10.1,2.3,1,0,7.3,8.5,988.3,7.9,81,11,4.6,3.9
19641019,7,2.1,0,0,5.7,8,991.4,5.7,87,9.4,3,-0.8
19641020,8.7,3.4,0,0,6.3,7.3,989.5,4.8,82,8,2.8,1.3
19641021,5.1,1.6,0,0,4.7,6.4,983.1,2.1,88,5.1,0.8,-1
19641022,5.2,0.6,1,0,7.3,6.9,974.7,2.3,97,4.3,-2.2,-3.9
19641023,15.4,4.4,8,0,7.7,7.6,960.3,3.5,94,5.7,1.2,1.3
19641024,8.5,1.4,8,0,3.3,6.8,970.7,2.7,91,5.7,0,-1
19641025,2,0.1,0,0,4.7,6.3,983.5,2.3,87,7.2,-2.4,-2.8
19641026,10.8,3.8,0,0,0.3,6.3,987.4,3,82,7.4,-0.9,-4
19641027,10.3,4.3,1,0,7.7,7.1,984.8,4.4,86,5,1.6,0.5
19641028,6.8,2.4,1,0,8,9.2,985.2,6.8,94,8,4,4.2
19641029,0.1,0,1,0,8,9.7,987.9,7.1,96,7.8,6.1,6.1
19641030,0.1,0,1,0,8,9.3,988.2,7.3,93,8.1,5.5,5.8
19641031,5.5,1.2,1,0,8,9.6,985.8,7.2,94,8.4,6.6,6.2
19641101,5.5,2,0,0,8,8.8,987.1,7.5,85,9.6,5.5,4.9
19641102,7.6,0.6,1,0,8,8.3,984.2,4.9,92,7.3,3.7,4.6
19641103,8,2.1,1,0,7.7,8,981,4.5,96,5.8,2,2.3
19641104,13.4,6.5,0,0,8,6.5,978.8,2.5,89,5,1,1.3
19641105,10.8,5.2,0,0,3,6.1,977.1,2.4,82,6.4,0.2,1.5
19641106,10.7,5.7,0,0,8,6,979.9,0.7,94,1.7,-1.2,-1.2
19641107,13.9,6.9,0,0,4,6,982.6,2.5,82,4.8,0.2,0.1
19641108,15.5,6.9,0,0,0,5.5,978.3,3.3,72,7.3,-0.9,-2.3
19641109,12.1,5.6,0,0,2.7,5.1,975.5,2.2,71,6.2,-0.8,-1.9
19641110,7.4,1.7,0,0,5.3,6,977.5,0.8,94,1.9,-2.5,-5.6
19641111,6.3,1.6,1,0,8,7.7,979,5.8,84,7.3,0.5,1.3
19641112,9.5,3.6,1,0,8,8.7,980.7,6.4,91,7.7,4.3,4
19641113,10.9,3.4,1,0,7.7,9.7,980,7.8,93,9.2,4.5,1.1
19641114,17.3,7.7,1,0,8,12,970.6,11.4,91,12.4,7.4,8.1
19641115,20.8,7.8,1,0,6,10.1,971,8.2,90,12.7,6.6,10.5
19641116,27.4,8.3,1,0,8,10.9,971.4,9.2,96,11,4.7,4.1
19641117,16,6,1,0,8,11.6,978,10.3,93,11.1,7.5,7.4
19641118,12.5,4,1,0,7.7,11.7,983.9,9.6,96,10.8,8.7,9.4
19641119,9.3,2.5,1,0,8,10,987,7.8,93,9.5,6.2,6.3
19641120,6.6,2.1,1,0,8,10,988,7.2,99,7.8,5.9,6.2
19641121,7.4,1.9,1,0,7.7,9.5,985.6,7.7,90,8.8,6.8,6.6
19641122,5,0.8,1,0,5,7.9,985.6,6.1,80,8.8,4,6.1
19641123,5.9,1.5,1,0,8,7.3,984,3,99,4,0.4,-2.4
19641124,10.6,4.6,1,0,8,8.7,988,5.6,96,6.5,3.2,3.6
19641125,9.8,4.4,1,0,8,9.6,989.8,6.7,98,7.2,5.6,6
19641126,4.3,1.2,1,0,7.7,10,986.4,7.4,95,10,5.7,5.9
19641127,9.7,4.2,1,0,8,8,978.6,4.2,95,7.4,3.3,5.2
19641128,7,0.3,8,0,7.7,6.8,967.6,2,96,4.2,0.5,0.2
19641129,2,0,0,0,5.3,6,963.4,0.4,94,1.8,-0.7,-0.4
19641130,1.8,0,0,0,7.7,5.7,966.4,-0.2,95,0.7,-1.8,-1.6
19641201,7.5,3,0,0,3.3,4.9,964,-0.5,83,1.8,-2.1,-3.4
19641202,7.5,2.5,7,0,7.3,5.3,976.6,-0.8,90,0.4,-2.6,-3.7
19641203,16,5,7,0,7.7,5.2,965.8,-0.4,90,1,-3.5,-3.8
19641204,15.1,5.1,7,5,7.7,5.1,967.2,-0.6,89,0.5,-2,-2.8
19641205,12.4,5.5,8,4,7.7,5.5,975.6,-0.4,91,0.9,-1.3,-1
19641206,10.1,4.1,8,4,8,6.8,977.6,1.8,99,3.3,-1.8,-1.9
19641207,9.1,4.2,1,0,8,8,983.5,4.6,94,5.7,2,1.7
19641208,9.9,4.3,1,0,5.3,8.1,986.2,6.4,87,7.8,2.2,0.6
19641209,10.4,4.7,0,0,0,8.1,984.6,6.7,83,10,3.9,2.9
19641210,9,2.7,0,0,2,8.4,979.6,6.6,84,10.6,4.1,1.5
19641211,2.2,0,1,0,7.3,7.1,982.6,2,97,5.3,0.4,-1.7
19641212,9.9,1.7,1,0,8,6.9,986.3,2.1,99,3.6,-0.6,-0.2
19641213,15.3,7.2,1,0,8,7.3,974.6,4,91,4.6,1.8,2.2
19641214,10.8,4,1,0,7.7,8.5,971,6,92,7.5,3.4,2.3
19641215,9,3.2,1,0,7.7,8.1,968,7.6,77,9.7,5.4,3.2
19641216,4,0.7,1,0,7.7,8,970.2,4.2,96,7.2,3.6,0.5
19641217,4.1,0.8,0,0,4,6.9,976.6,3.4,89,4.6,1.2,0.8
